1000
6
0	46	9	0	0	0	40
0	26	10	1	0	0	24
1	47	13	1	0	1.9e+03	40
0	35	11	0	0	0	40
0	34	9	1	0	0	50
0	58	5	0	0	0	40
0	26	3	1	0	0	30
0	41	9	0	0	0	40
0	23	9	1	0	0	40
1	48	14	1	0	2.4e+03	60
0	60	10	0	0	0	40
0	32	8	0	0	0	40
0	42	11	1	0	0	50
0	32	9	1	0	0	60
0	22	10	0	0	0	22
1	29	11	1	0	0	60
0	43	13	1	0	0	40
1	48	13	1	7.7e+03	0	40
0	56	6	1	0	0	40
0	34	13	0	0	0	35
0	39	1	0	0	0	20
0	65	9	1	0	0	40
0	50	10	1	0	0	48
0	25	12	0	0	0	32
1	33	13	1	0	0	40
0	32	13	1	0	0	50
0	26	9	1	0	0	65
0	27	13	0	0	0	32
0	33	16	1	0	0	40
0	18	8	1	0	0	30
0	32	7	1	0	0	40
1	26	13	1	0	0	70
0	60	10	0	0	0	40
0	38	9	1	0	0	99
0	21	9	1	0	0	40
0	41	4	0	0	0	40
0	25	9	1	0	0	70
0	40	13	1	0	0	40
0	45	13	0	0	0	40
0	26	9	1	5.7e+03	0	40
1	52	13	1	0	0	52
0	48	10	0	0	0	50
1	48	14	1	0	0	40
0	24	9	1	0	0	50
1	32	3	1	0	0	45
0	28	9	1	0	0	40
1	50	13	1	0	0	50
0	21	10	1	0	0	10
0	36	9	1	0	0	40
1	34	15	1	0	0	40
0	20	9	0	0	0	45
0	39	13	1	0	0	40
0	52	9	1	0	0	40
1	53	9	1	0	0	40
0	50	9	1	0	0	40
1	55	13	1	0	0	40
0	46	10	0	0	0	40
0	44	8	0	0	0	40
0	21	10	0	0	0	20
0	29	14	0	0	0	20
1	50	4	1	0	2e+03	63
0	21	10	0	0	0	20
0	23	12	1	0	0	20
0	22	13	1	0	0	40
0	22	9	1	0	0	40
0	42	9	0	0	0	50
1	55	13	1	0	0	40
0	55	9	1	0	0	40
0	19	10	0	0	0	40
0	36	9	0	0	0	40
1	34	10	0	7.7e+03	0	6
0	24	10	1	0	0	54
0	32	9	0	0	0	40
0	49	4	1	0	0	45
0	24	6	0	0	0	40
0	31	11	1	0	0	40
0	43	9	0	0	1.8e+03	24
0	18	7	1	0	0	15
0	19	9	1	0	0	30
0	19	10	0	0	0	30
0	31	9	0	0	0	40
0	39	9	0	0	0	40
0	22	9	1	0	0	40
0	40	12	0	1.5e+03	0	32
0	28	9	1	0	0	40
1	36	13	1	0	0	50
0	32	2	1	0	0	21
0	25	10	1	0	0	40
0	31	9	1	0	0	40
0	21	10	0	0	0	20
0	31	9	0	0	0	8
0	35	9	0	0	0	35
0	52	10	0	0	0	40
0	23	9	0	0	0	50
0	30	9	1	0	0	66
0	33	10	1	0	0	40
0	35	9	0	0	0	40
1	43	10	1	0	0	40
1	40	9	1	0	1.9e+03	45
0	20	10	0	0	0	40
0	20	9	1	0	0	30
1	42	14	1	4.4e+03	0	40
0	22	10	0	0	0	18
0	40	10	1	0	0	50
0	28	9	0	0	0	40
0	41	3	1	0	0	96
0	21	10	0	0	0	40
0	32	9	1	0	0	40
0	27	9	1	0	0	40
1	37	13	1	7.3e+03	0	40
0	26	13	0	0	0	20
0	25	10	0	0	0	40
0	40	10	1	0	0	40
0	82	3	1	0	0	20
1	31	10	1	0	0	50
0	20	10	0	0	0	35
0	46	11	1	0	0	60
0	45	9	0	0	0	35
0	32	10	1	0	0	40
0	33	10	1	0	0	40
0	48	6	0	0	0	40
0	27	10	1	0	0	50
1	24	13	0	0	0	40
0	38	9	0	0	0	40
0	56	9	0	0	0	40
1	65	7	1	6.4e+03	0	35
0	67	9	0	0	0	20
0	18	9	0	0	0	35
0	51	9	1	0	0	40
0	25	10	0	0	0	50
1	37	9	1	0	0	40
0	66	13	1	2.3e+03	0	40
0	27	9	1	0	0	40
0	28	10	0	0	0	42
0	30	10	0	0	0	40
0	28	10	0	3.3e+03	0	50
0	26	9	1	0	0	40
0	43	13	1	0	0	50
0	40	9	0	0	0	65
0	30	9	1	0	0	50
0	51	11	1	4.1e+03	0	55
1	26	9	1	0	0	50
0	23	13	1	0	0	38
1	27	9	1	0	0	45
1	53	15	1	0	0	40
0	22	5	0	0	0	36
0	36	13	0	0	0	40
0	61	10	0	0	0	40
0	21	9	0	0	0	40
1	22	13	1	1.4e+04	0	55
0	50	9	0	0	0	12
1	32	15	1	0	0	40
0	25	7	0	0	0	12
0	65	9	1	0	0	40
1	59	9	1	0	0	40
0	21	9	0	0	0	25
0	47	9	1	2.9e+03	0	32
0	27	9	0	0	0	40
0	37	9	1	0	0	40
0	34	9	0	0	0	40
0	20	10	1	0	0	30
0	56	5	1	0	0	40
1	65	15	1	0	0	48
1	36	10	1	0	0	40
0	58	9	1	0	0	80
0	25	9	1	0	0	30
0	31	13	1	0	0	35
0	29	9	1	0	0	40
1	37	9	0	1.4e+04	0	35
0	22	10	1	0	0	55
1	48	10	1	0	0	40
0	34	9	1	0	0	50
0	29	9	1	0	0	48
1	42	15	1	0	1.9e+03	60
0	18	7	0	0	0	20
0	30	13	0	0	0	40
0	21	7	1	0	0	35
0	41	13	0	0	0	40
0	30	9	1	0	0	40
1	32	13	1	7.7e+03	0	40
0	20	10	0	0	0	40
0	36	10	1	0	0	56
0	41	13	1	0	0	35
1	42	13	1	9.6e+03	0	45
0	36	11	1	0	0	40
0	43	9	1	0	0	40
0	25	9	1	0	0	48
0	33	9	0	0	0	40
1	57	10	1	7.3e+03	0	40
0	33	10	0	0	0	40
0	34	8	1	0	0	40
0	27	9	0	0	0	50
0	42	10	1	0	0	40
0	26	9	1	0	0	40
0	52	12	0	0	0	50
0	47	10	1	0	0	20
